date,open,high,low,close,volume
2024-10-11,229.3000,229.4100,227.3400,227.5500,31759188
2024-10-14,228.7000,231.7300,228.6000,231.3000,39882085
2024-10-15,233.6100,237.4900,232.3700,233.8500,64751367
2024-10-16,231.6000,232.1200,229.8400,231.7800,34082240
2024-10-17,233.4300,233.8500,230.5200,232.1500,32993810
2024-10-18,236.1800,236.1800,234.0100,235.0000,46431472
2024-10-21,234.4500,236.8500,234.4500,236.4800,36254470
2024-10-22,233.8850,236.2200,232.6000,235.8600,38846578
2024-10-23,234.0800,235.1440,227.7600,230.7600,52286979
2024-10-24,229.9800,230.8200,228.4100,230.5700,31109503
2024-10-25,229.7400,233.2200,229.5700,231.4100,38802304
2024-10-28,233.3200,234.7300,232.5500,233.4000,36087134
2024-10-29,233.1000,234.3250,232.3200,233.6700,35417247
2024-10-30,232.6100,233.4700,229.5500,230.1000,47070907
2024-10-31,229.3400,229.8300,225.3700,225.9100,64370086
2024-11-01,220.9650,225.3500,220.2700,222.9100,65276741
2024-11-04,220.9900,222.7900,219.7100,222.0100,44944468
2024-11-05,221.7950,223.9500,221.1400,223.4500,28111338
2024-11-06,222.6100,226.0650,221.1900,222.7200,54561121
2024-11-07,224.6250,227.8750,224.5700,227.4800,42137691
2024-11-08,227.1700,228.6600,226.4050,226.9600,38328824
2024-11-11,225.0000,225.7000,221.5000,224.2300,42005602
2024-11-12,224.5500,225.5900,223.3550,224.2300,40398299
2024-11-13,224.0100,226.6500,222.7600,225.1200,48566217
2024-11-14,225.0200,228.8700,225.0000,228.2200,44923941
2024-11-15,226.4000,226.9200,224.2700,225.0000,47923696
2024-11-18,225.2500,229.7400,225.1700,228.0200,44686020
2024-11-19,226.9800,230.1600,226.6600,228.2800,36211774
2024-11-20,228.0600,229.9300,225.8900,229.0000,35169566
2024-11-21,228.8800,230.1550,225.7103,228.5200,42108327
2024-11-22,228.0600,230.7199,228.0600,229.8700,38168252
2024-11-25,231.4600,233.2450,229.7400,232.8700,90152832
2024-11-26,233.3300,235.5700,233.3300,235.0600,45986189
2024-11-27,234.4650,235.6900,233.8101,234.9300,33498439
2024-11-29,234.8100,237.8100,233.9700,237.3300,28481377
2024-12-02,237.2700,240.7900,237.1600,239.5900,48137103
2024-12-03,239.8100,242.7600,238.9000,242.6500,38861017
2024-12-04,242.8700,244.1100,241.2500,243.0100,44383935
2024-12-05,243.9900,244.5400,242.1300,243.0400,40033878
2024-12-06,242.9050,244.6300,242.0800,242.8400,36870619
2024-12-09,241.8300,247.2400,241.7500,246.7500,44649232
2024-12-10,246.8900,248.2100,245.3400,247.7700,36914806
2024-12-11,247.9600,250.8000,246.2601,246.4900,45205814
2024-12-12,246.8900,248.7400,245.6800,247.9600,32777532
2024-12-13,247.8150,249.2902,246.2400,248.1300,33155290
2024-12-16,247.9900,251.3800,247.6500,251.0400,51694753
2024-12-17,250.0800,253.8300,249.7800,253.4800,51356360
2024-12-18,252.1600,254.2800,247.7400,248.0500,56774101
2024-12-19,247.5000,252.0000,247.0949,249.7900,60882264
2024-12-20,248.0400,255.0000,245.6900,254.4900,147495267
2024-12-23,254.7700,255.6500,253.4500,255.2700,40858774
2024-12-24,255.4900,258.2100,255.2900,258.2000,23234705
2024-12-26,258.1900,260.1000,257.6300,259.0200,27262983
2024-12-27,257.8300,258.7000,253.0600,255.5900,42355321
2024-12-30,252.2300,253.5000,250.7500,252.2000,35557542
2024-12-31,252.4400,253.2800,249.4300,250.4200,39480718
2025-01-02,248.9300,249.1000,241.8201,243.8500,55740731
2025-01-03,243.3600,244.1800,241.8900,243.3600,40244114
2025-01-06,244.3100,247.3300,243.2000,245.0000,45045571
2025-01-07,242.9800,245.5500,241.3500,242.2100,40855960
2025-01-08,241.9200,243.7123,240.0500,242.7000,37628940
2025-01-10,240.0100,240.1600,233.0000,236.8500,61710856
2025-01-13,233.5300,234.6700,229.7200,234.4000,49630725
2025-01-14,234.7500,236.1200,232.4720,233.2800,39435294
2025-01-15,234.6350,238.9600,234.4300,237.8700,39831969
2025-01-16,237.3500,238.0100,228.0300,228.2600,71759052
2025-01-17,232.1150,232.2900,228.4800,229.9800,68488301
2025-01-21,224.0000,224.4200,219.3800,222.6400,98070429
2025-01-22,219.7900,224.1200,219.7900,223.8300,64126500
2025-01-23,224.7400,227.0300,222.3000,223.6600,60234760
2025-01-24,224.7800,225.6300,221.4100,222.7800,54697907
2025-01-27,224.0200,232.1500,223.9800,229.8600,94863418
2025-01-28,230.8500,240.1900,230.8100,238.2600,75707569
2025-01-29,234.1200,239.8550,234.0100,239.3600,45486100
2025-01-30,238.6650,240.7900,237.2100,237.5900,55658279
2025-01-31,247.1900,247.1900,233.4400,236.0000,101075128
2025-02-03,229.9900,231.8300,225.7000,228.0100,73063301
2025-02-04,227.2500,233.1300,226.6500,232.8000,45067301
2025-02-05,228.5300,232.6700,228.2700,232.4700,39664989
2025-02-06,231.2850,233.8000,230.4250,233.2200,29925349
2025-02-07,232.6000,234.0000,227.2600,227.6300,39707224
2025-02-10,229.5700,230.5850,227.2000,227.6500,33115645
2025-02-11,228.2000,235.2300,228.1300,232.6200,53718362
2025-02-12,231.2000,236.9600,230.6800,236.8700,45243292
2025-02-13,236.9100,242.3399,235.5700,241.5300,53614054
2025-02-14,241.2500,245.5500,240.9900,244.6000,40896227
2025-02-18,244.1500,245.1800,241.8400,244.4700,48822491
2025-02-19,244.6600,246.0100,243.1604,244.8700,32204215
2025-02-20,244.9400,246.7800,244.2900,245.8300,32316907
2025-02-21,245.9500,248.6900,245.2200,245.5500,53197431
2025-02-24,244.9250,248.8600,244.4200,247.1000,51326396
2025-02-25,248.0000,250.0000,244.9100,247.0400,48013272
2025-02-26,244.3300,244.9800,239.1300,240.3600,44433564
2025-02-27,239.4100,242.4600,237.0600,237.3000,41153639
2025-02-28,236.9500,242.0900,230.2000,241.8400,56833360
2025-03-03,241.7900,244.0272,236.1120,238.0300,47183985
2025-03-04,237.7050,240.0700,234.6800,235.9300,53798062
2025-03-05,235.4200,236.5500,229.2300,235.7400,47227643
2025-03-06,234.4350,237.8600,233.1581,235.3300,45170419
2025-03-07,235.1050,241.3700,234.7600,239.0700,46273565
2025-03-10,235.5400,236.1600,224.2200,227.4800,71451281
2025-03-11,223.8050,225.8399,217.4500,220.8400,76137410
2025-03-12,220.1400,221.7500,214.9100,216.9800,62547467
2025-03-13,215.9500,216.8394,208.4200,209.6800,61368330
2025-03-14,211.2500,213.9500,209.5800,213.4900,60107582
2025-03-17,213.3100,215.2200,209.9700,214.0000,48073426
2025-03-18,214.1600,215.1500,211.4900,212.6900,42432426
2025-03-19,214.2200,218.7600,213.7500,215.2400,54385391
2025-03-20,213.9900,217.4899,212.2200,214.1000,48862947
2025-03-21,211.5600,218.8400,211.2800,218.2700,94127768
2025-03-24,221.0000,221.4800,218.5800,220.7300,44299483
2025-03-25,220.7700,224.1000,220.0800,223.7500,34493583
2025-03-26,223.5100,225.0200,220.4700,221.5300,34532656
2025-03-27,221.3900,224.9900,220.5601,223.8500,37094774
2025-03-28,221.6700,223.8100,217.6800,217.9000,39818617
2025-03-31,217.0050,225.6200,216.2300,222.1300,65299321
2025-04-01,219.8050,223.6800,218.9000,223.1900,36412740
2025-04-02,221.3150,225.1900,221.0200,223.8900,35905904
2025-04-03,205.5400,207.4900,201.2500,203.1900,103419006
2025-04-04,193.8900,199.8800,187.3400,188.3800,125910913
2025-04-07,177.2000,194.1500,174.6200,181.4600,160466286
2025-04-08,186.7000,190.3350,169.2101,172.4200,120859491
2025-04-09,171.9500,200.6100,171.8900,198.8500,184395885
2025-04-10,189.0650,194.7799,183.0000,190.4200,121879981
2025-04-11,186.1000,199.5400,186.0600,198.1500,87435915
2025-04-14,211.4400,212.9400,201.1621,202.5200,101352911
2025-04-15,201.8550,203.5100,199.8000,202.1400,51343872
2025-04-16,198.3600,200.7000,192.3700,194.2700,59732423
2025-04-17,197.2000,198.8335,194.4200,196.9800,52164675
2025-04-21,193.2650,193.8000,189.8112,193.1600,46742537
2025-04-22,196.1200,201.5900,195.9700,199.7400,52976371
2025-04-23,206.0000,208.0000,202.7990,204.6000,52929165
2025-04-24,204.8900,208.8299,202.9400,208.3700,47310989
2025-04-25,206.3650,209.7500,206.2000,209.2800,38222258
2025-04-28,210.0000,211.5000,207.4600,210.1400,38743074
2025-04-29,208.6930,212.2400,208.3700,211.2100,36827633
2025-04-30,209.3000,213.5800,206.6705,212.5000,52286454
2025-05-01,209.0800,214.5600,208.9000,213.3200,57365675
2025-05-02,206.0900,206.9900,202.1600,205.3500,101010621
2025-05-05,203.1000,204.1000,198.2100,198.8900,69018452
2025-05-06,198.2100,200.6500,197.0200,198.5100,51216482
2025-05-07,199.1700,199.4400,193.2500,196.2500,68616943
2025-05-08,197.7200,200.0500,194.6796,197.4900,50478872
2025-05-09,199.0000,200.5399,197.5350,198.5300,36453923
2025-05-12,210.9700,211.2679,206.7500,210.7900,63775814
2025-05-13,210.4300,213.4000,209.0000,212.9300,51909332
2025-05-14,212.4300,213.9400,210.5801,212.3300,49325825
2025-05-15,210.9500,212.9600,209.5400,211.4500,45029473
2025-05-16,212.3600,212.5700,209.7700,211.2600,54737850
2025-05-19,207.9100,209.4800,204.2600,208.7800,46140527
2025-05-20,207.6700,208.4700,205.0300,206.8600,42496635
2025-05-21,205.1700,207.0400,200.7100,202.0900,59211774
2025-05-22,200.7100,202.7500,199.7000,201.3600,46742407
2025-05-23,193.6650,197.7000,193.4600,195.2700,78432918
2025-05-27,198.3000,200.7400,197.4300,200.2100,56288475
2025-05-28,200.5900,202.7300,199.9000,200.4200,45339678
2025-05-29,203.5750,203.8100,198.5100,199.9500,51477938
2025-05-30,199.3700,201.9600,196.7800,200.8500,70819942
2025-06-02,200.2800,202.1300,200.1200,201.7000,35423294
2025-06-03,201.3500,203.7700,200.9550,203.2700,46381567
2025-06-04,202.9100,206.2400,202.1000,202.8200,43603985
2025-06-05,203.5000,204.7500,200.1500,200.6300,55221235
2025-06-06,203.0000,205.7000,202.0500,203.9200,46607693
2025-06-09,204.3900,206.0000,200.0200,201.4500,72862557
2025-06-10,200.6000,204.3500,200.5700,202.6700,54672608
2025-06-11,203.5000,204.5000,198.4100,198.7800,60989857
2025-06-12,199.0800,199.6800,197.3601,199.2000,43904635
2025-06-13,199.7300,200.3700,195.7000,196.4500,51447349
2025-06-16,197.3000,198.6850,196.5636,198.4200,43020691
2025-06-17,197.2000,198.3900,195.2100,195.6400,38856152
2025-06-18,195.9400,197.5700,195.0700,196.5800,45394689
2025-06-20,198.2350,201.7000,196.8550,201.0000,96813542
2025-06-23,201.6250,202.3000,198.9600,201.5000,55814272
2025-06-24,202.5900,203.4400,200.2000,200.3000,54064033
2025-06-25,201.4500,203.6700,200.6201,201.5600,39525730
2025-06-26,201.4300,202.6400,199.4600,201.0000,50799121
2025-06-27,201.8900,203.2200,200.0000,201.0800,73188571
2025-06-30,202.0100,207.3900,199.2607,205.1700,91912816
2025-07-01,206.6650,210.1865,206.1401,207.8200,78788867
2025-07-02,208.9100,213.3400,208.1400,212.4400,67941811
2025-07-03,212.1450,214.6500,211.8101,213.5500,34955836
2025-07-07,212.6800,216.2300,208.8000,209.9500,50228984
2025-07-08,210.1000,211.4300,208.4500,210.0100,42848928
2025-07-09,209.5300,211.3300,207.2200,211.1400,48749367
2025-07-10,210.5050,213.4800,210.0300,212.4100,44443635
2025-07-11,210.5650,212.1300,209.8600,211.1600,39765812
2025-07-14,209.9250,210.9100,207.5400,208.6200,38840111
2025-07-15,209.2200,211.8900,208.9200,209.1100,42296339
2025-07-16,210.2950,212.4000,208.6400,210.1600,47490532
2025-07-17,210.5700,211.8000,209.5900,210.0200,48068141
2025-07-18,210.8700,211.7900,209.7045,211.1800,48974591
2025-07-21,212.1000,215.7800,211.6300,212.4800,51377434
2025-07-22,213.1400,214.9500,212.2301,214.4000,46404072
2025-07-23,215.0000,215.1500,212.4100,214.1500,46989301
2025-07-24,213.9000,215.6900,213.5300,213.7600,46022620
2025-07-25,214.7000,215.2400,213.4000,213.8800,40268781
2025-07-28,214.0300,214.8450,213.0600,214.0500,37858017
2025-07-29,214.1750,214.8100,210.8200,211.2700,51411723
2025-07-30,211.8950,212.3900,207.7200,209.0500,45512514
2025-07-31,208.4900,209.8400,207.1600,207.5700,80698431
2025-08-01,210.8650,213.5800,201.5000,202.3800,104434473
2025-08-04,204.5050,207.8800,201.6750,203.3500,75109298
2025-08-05,203.4000,205.3400,202.1600,202.9200,44155079
2025-08-06,205.6300,215.3800,205.5900,213.2500,108483103
2025-08-07,218.8750,220.8500,216.5800,220.0300,90224834
2025-08-08,220.8300,231.0000,219.2500,229.3500,113853967
2025-08-11,227.9200,229.5600,224.7600,227.1800,61806132
2025-08-12,228.0050,230.8000,227.0700,229.6500,55672301
2025-08-13,231.0700,235.0000,230.4300,233.3300,69878546
2025-08-14,234.0550,235.1200,230.8500,232.7800,51916275
2025-08-15,234.0000,234.2800,229.3350,231.5900,56038657
2025-08-18,231.7000,233.1200,230.1100,230.8900,37476188
2025-08-19,231.2750,232.8700,229.3500,230.5600,39402564
2025-08-20,229.9800,230.4700,225.7700,226.0100,42263865
2025-08-21,226.2700,226.5200,223.7804,224.9000,30621249
2025-08-22,226.1700,229.0900,225.4100,227.7600,42477811
2025-08-25,226.4800,229.3000,226.2300,227.1600,30983133
2025-08-26,226.8700,229.4900,224.6900,229.3100,54575107
2025-08-27,228.6100,230.9000,228.2600,230.4900,31259513
2025-08-28,230.8200,233.4100,229.3350,232.5600,38074700
2025-08-29,232.5100,233.3800,231.3700,232.1400,39418437
2025-09-02,229.2500,230.8500,226.9700,229.7200,44075638
2025-09-03,237.2100,238.8500,234.3600,238.4700,66061716
2025-09-04,238.4500,239.8999,236.7400,239.7800,47549429
2025-09-05,239.9950,241.3200,238.4901,239.6900,54870397
2025-09-08,239.3000,240.1500,236.3400,237.8800,48999495
2025-09-09,237.0000,238.7805,233.3600,234.3500,66313918
2025-09-10,232.1850,232.4200,225.9500,226.7900,83440810
2025-09-11,226.8750,230.4500,226.6500,230.0300,50208578
2025-09-12,229.2200,234.5100,229.0200,234.0700,55824216
2025-09-15,237.0000,238.1900,235.0300,236.7000,42699524
2025-09-16,237.1750,241.2200,236.3235,238.1500,63421099
2025-09-17,238.9700,240.1000,237.7301,238.9900,46508017
2025-09-18,239.9700,241.2000,236.6500,237.8800,44249576
2025-09-19,241.2250,246.3000,240.2106,245.5000,163741314
2025-09-22,248.3000,256.6400,248.1200,256.0800,105517416
2025-09-23,255.8750,257.3400,253.5800,254.4300,60275187
2025-09-24,255.2200,255.7400,251.0400,252.3100,42303710
2025-09-25,253.2050,257.1700,251.7120,256.8700,55202075
2025-09-26,254.0950,257.6000,253.7800,255.4600,46076258
2025-09-29,254.5600,255.0000,253.0100,254.4300,40127687
2025-09-30,254.8550,255.9190,253.1100,254.6300,37704259
2025-10-01,255.0400,258.7900,254.9300,255.4500,48713940
2025-10-02,256.5750,258.1800,254.1500,257.1300,42630239
2025-10-03,254.6650,259.2400,253.9500,258.0200,49155614
2025-10-06,257.9900,259.0700,255.0500,256.6900,44664118
2025-10-07,256.8050,257.4000,255.4300,256.4800,31955776
2025-10-08,256.5200,258.5200,256.1100,258.0600,36496895
2025-10-09,257.8050,258.0000,253.1400,254.0400,38322012
2025-10-10,254.9400,256.3800,244.0000,245.2700,61999098
2025-10-13,249.3800,249.6900,245.5600,247.6600,38142942
2025-10-14,246.6000,248.8450,244.7000,247.7700,35477986
2025-10-15,249.4850,251.8200,247.4700,249.3400,33893611
2025-10-16,248.2500,249.0400,245.1300,247.4500,39776974
2025-10-17,248.0200,253.3800,247.2700,252.2900,49146961
2025-10-20,255.8850,264.3750,255.6300,262.2400,90483029
2025-10-21,261.8800,265.2900,261.8300,262.7700,46695948
2025-10-22,262.6500,262.8500,255.4300,258.4500,45015254
2025-10-23,259.9400,260.6200,258.0101,259.5800,32754941
2025-10-24,261.1900,264.1300,259.1800,262.8200,38253717
